47;;RICAVI DELLE VENDITE E DELLE PRESTAZIONI;;;-2181650,96;A;;;;382,65;2182033,61;;
    47.01;;VENDITE PRODOTTI FINITI E MERCI;;;-2181050,96;A;;;;382,65;2181433,61;;
        47.01.01;;Vendita prodotti finiti;;100,00;-2117465,96;A;;;;382,65;2117848,61;;
        47.01.03;;Vendita merci;;100,00;-63585,00;A;;;;;63585,00;;
    47.09;;RICAVI ACCESSORI DI VENDITA;;;-600,00;A;;;;;600,00;;
        47.09.01;;Rivalsa spese di trasporto e installaz.;;100,00;-600,00;A;;;;;600,00;;
53;;ALTRI RICAVI E PROVENTI;;;-45364,81;A;;;;;45364,81;;
    53.01;;PROVENTI DIVERSI;;;-45138,91;A;;;;;45138,91;;
        53.01.01;;Proventi immobiliari;;;-41800,00;A;;;;;41800,00;;
            53.01.01.01;;Proventi da immobili strumentali;;100,00;-41800,00;A;;;;;41800,00;;
        53.01.15;;Risarcim.danni perdita prodotti/sinistri;;100,00;-748,50;A;;;;;748,50;;
        53.01.29;;Arrotondamenti attivi diversi;;100,00;-36,41;A;;;;;36,41;;
        53.01.51;;Altri ricavi e proventi;;;-2554,00;A;;;;;2554,00;;
            53.01.51.01;;Altri ricavi e proventi imponibili;;100,00;-2554,00;A;;;;;2554,00;;
    53.09;;COMPONENTI POSITIVI DA EVENTI STRAORD.;;;-225,90;A;;;;;225,90;;
        53.09.01;;Plusvalenze da eventi straordinari;;;-225,90;A;;;;;225,90;;
            53.09.01.11;;Plusv.e altri proventi da eventi straor.;;100,00;-225,90;A;;;;;225,90;;
55;;ACQUISTI DI BENI;;;918229,12;D;;;;954176,57;35947,45;;
    55.01;;ACQ. PER PRODUZ.DI BENI E PER RIVENDITA;;;898669,48;D;;;;934576,11;35906,63;;
        55.01.01;;Acquisti materie prime;;100,00;869051,87;D;;;;904958,50;35906,63;;
        55.01.05;;Acquisti materiali di consumo;;100,00;7596,77;D;;;;7596,77;;;
        55.01.09;;Confezioni e imballi;;100,00;22019,24;D;;;;22019,24;;;
        55.01.19;;Oneri accessori su acquisti;;100,00;1,60;D;;;;1,60;;;
    55.07;;ACQUISTI DIVERSI;;;19559,64;D;;;;19600,46;40,82;;
        55.07.03;;Attrezzatura minuta;;100,00;537,68;D;;;;537,68;;;
        55.07.11;;Materiali manutenz.impianti e macchinari;;100,00;7258,18;D;;;;7258,18;;;
        55.07.13;;Materiali manutenzioni diverse;;100,00;11459,21;D;;;;11459,21;;;
        55.07.23;;Indumenti da lavoro;;100,00;304,57;D;;;;345,39;40,82;;
57;;ACQUISTI DI SERVIZI;;;316838,13;D;;;;317018,87;180,74;;
    57.03;;COSTI ACCESSORI PER VENDITE;;;98312,00;D;;;;98312,00;;;
        57.03.01;;Trasporti su vendite;;100,00;98312,00;D;;;;98312,00;;;
    57.09;;COSTI PER UTENZE;;;190235,24;D;;;;190415,98;180,74;;
        57.09.01;;Spese telefoniche ordinarie;;;194,81;D;;;;318,86;124,05;;
            57.09.01.01;;Spese telefoniche ordinarie;;80,00;194,81;D;;;;318,86;124,05;;
        57.09.03;;Spese telefoniche radiomobili;;80,00;400,55;D;;;;456,05;55,50;;
        57.09.13;;Energia elettrica;;;189098,53;D;;;;189099,72;1,19;;
            57.09.13.01;;Energia elettrica;;100,00;189098,53;D;;;;189099,72;1,19;;
        57.09.17;;Acqua potabile;;100,00;541,35;D;;;;541,35;;;
    57.11;;MANUTENZIONI MACCHINARI E ATTREZZATURE;;;25810,74;D;;;;25810,74;;;
        57.11.01;;Spese manut.impianti e macchin.propri;;100,00;13598,33;D;;;;13598,33;;;
        57.11.03;;Spese manutenzione attrezzature proprie;;100,00;11146,93;D;;;;11146,93;;;
        57.11.07;;Altre spese manutenzione beni propri;;;1065,48;D;;;;1065,48;;;
            57.11.07.01;;Altre spese manutenzione beni propri;;100,00;1065,48;D;;;;1065,48;;;
    57.13;;MANUTENZIONE FABBRICATI;;;2480,15;D;;;;2480,15;;;
        57.13.01;;Spese manutenzione fabbricati;;;2480,15;D;;;;2480,15;;;
            57.13.01.01;;Spese manut.fabbricati strumentali;;100,00;2480,15;D;;;;2480,15;;;
59;;GESTIONE VEICOLI AZIENDALI;;;5296,20;D;;;;5296,20;;;
    59.01;;ESERCIZIO AUTOMEZZI;;;4396,20;D;;;;4396,20;;;
        59.01.01;;Carburanti e lubrificanti automezzi;;100,00;3473,45;D;;;;3473,45;;;
        59.01.13;;Spese manutenzione automezzi propri;;;922,75;D;;;;922,75;;;
            59.01.13.03;;Spese manutenzione automezzi propri;;100,00;922,75;D;;;;922,75;;;
    59.03;;ESERCIZIO AUTOVETTURE E ALTRI VEICOLI;;;900,00;D;;;;900,00;;;
