47;;RICAVI DELLE VENDITE E DELLE PRESTAZIONI;;;-484020,77;A;;;;;484020,77;;
    47.01;;VENDITE PRODOTTI FINITI E MERCI;;;-185397,35;A;;;;;185397,35;;
        47.01.03;;Vendita merci;;100,00;-185397,35;A;;;;;185397,35;;
    47.07;;CORRISPETTIVI;;;-298599,42;A;;;;;298599,42;;
        47.07.01;P;Corrispettivi;;100,00;-298599,42;A;;;;;298599,42;;
    47.09;;RICAVI ACCESSORI DI VENDITA;;;-24,00;A;;;;;24,00;;
        47.09.03;;Rivalsa spese di incasso;;100,00;-24,00;A;;;;;24,00;;
53;;ALTRI RICAVI E PROVENTI;;;-2579,72;A;;;;;2579,72;;
    53.01;;PROVENTI DIVERSI;;;-776,54;A;;;;;776,54;;
        53.01.15;;Risarcim.danni perdita prodotti/sinistri;;100,00;-764,76;A;;;;;764,76;;
        53.01.19;;Sopravvenienze attive da gestione ordin.;;;-3,32;A;;;;;3,32;;
            53.01.19.01;;Sopravv.attive da gestione ordin.impon.;;100,00;-3,32;A;;;;;3,32;;
        53.01.29;;Arrotondamenti attivi diversi;;100,00;-8,46;A;;;;;8,46;;
    53.03;;PLUSVAL.DA ALIENAZIONE CESPITI;;;-1803,18;A;;;;;1803,18;;
        53.03.01;;Plusvalenze da alienazione cespiti;;;-1803,18;A;;;;;1803,18;;
            53.03.01.01;;Plusv. da alienazione cespiti impon.;;100,00;-1803,18;A;;;;;1803,18;;
55;;ACQUISTI DI BENI;;;144054,35;D;;;;151719,45;7665,10;;
    55.01;;ACQ. PER PRODUZ.DI BENI E PER RIVENDITA;;;142720,69;D;;;;150377,36;7656,67;;
        55.01.01;;Acquisti materie prime;;100,00;114677,60;D;;;;119969,48;5291,88;;
        55.01.05;;Acquisti materiali di consumo;;100,00;1664,68;D;;;;1664,68;;;
        55.01.07;;Acquisti merci per la rivendita;;100,00;17769,68;D;;;;20134,47;2364,79;;
        55.01.09;;Confezioni e imballi;;100,00;8608,73;D;;;;8608,73;;;
    55.07;;ACQUISTI DIVERSI;;;1333,66;D;;;;1342,09;8,43;;
        55.07.03;;Attrezzatura minuta;;100,00;520,87;D;;;;520,87;;;
