47;RICAVI DELLE VENDITE E DELLE PRESTAZIONI;0,00;539073,71;
47.07;CORRISPETTIVI;0,00;539073,71;
47.07.01;Corrispettivi;0,00;539073,71;
49;VARIAZ.RIM.FINALI E COSTRUZIONI INTERNE;0,00;4300,00;
49.01;RIMANENZE FINALI;0,00;4300,00;
49.01.03;Rimanenze finali di merci;0,00;4300,00;
51;VARIAZ. RIMANENZE INIZIALI;4865,02;0,00;
51.01;RIMANENZE INIZIALI;4865,02;0,00;
51.01.03;Rimanenze iniziali di merci;4865,02;0,00;
53;ALTRI RICAVI E PROVENTI;0,00;396,83;
53.01;PROVENTI DIVERSI;0,00;76,30;
53.01.13;Rivalsa costi diversi;0,00;10,00;
53.01.29;Arrotondamenti attivi diversi;0,00;66,30;
53.03;PLUSVAL.DA ALIENAZIONE CESPITI;0,00;10,00;
53.03.01;Plusvalenze da alienazione cespiti;0,00;10,00;
53.03.01.01;Plusv. da alienazione cespiti impon.;0,00;10,00;
53.09;COMPONENTI POSITIVI DA EVENTI STRAORD.;0,00;310,53;
53.09.03;Sopravv.attive da eventi str./es.prec.;0,00;310,53;
53.09.03.01;Sopravv.attive imp.da ev.str./es.prec.;0,00;310,53;
55;ACQUISTI DI BENI;82589,07;0,00;
55.01;ACQ. PER PRODUZ.DI BENI E PER RIVENDITA;82221,16;0,00;
55.01.05;Acquisti materiali di consumo;5067,87;0,00;
55.01.07;Acquisti merci per la rivendita;77149,69;0,00;
55.01.19;Oneri accessori su acquisti;3,60;0,00;
55.07;ACQUISTI DIVERSI;367,91;0,00;
55.07.03;Attrezzatura minuta;212,50;0,00;
55.07.23;Indumenti da lavoro;155,41;0,00;
57;ACQUISTI DI SERVIZI;17814,70;0,00;
57.05;COSTI ACCESSORI PER ACQUISTI;150,00;0,00;
57.05.01;Trasporti su acquisti;150,00;0,00;
57.05.01.01;Trasporti su acquisti;150,00;0,00;
57.09;COSTI PER UTENZE;15030,79;0,00;
57.09.01;Spese telefoniche ordinarie;1040,95;0,00;
57.09.01.01;Spese telefoniche ordinarie;1040,95;0,00;
57.09.13;Energia elettrica;11783,09;0,00;
57.09.13.01;Energia elettrica;11783,09;0,00;
57.09.17;Acqua potabile;2206,75;0,00;
