47;;RICAVI DELLE VENDITE E DELLE PRESTAZIONI;;;-408898,43;A;;;;;408898,43;;
    47.01;;VENDITE PRODOTTI FINITI E MERCI;;;-408898,43;A;;;;;408898,43;;
        47.01.01;;Vendita prodotti finiti;;100,00;-405433,43;A;;;;;405433,43;;
        47.01.03;;Vendita merci;;100,00;-3465,00;A;;;;;3465,00;;
53;;ALTRI RICAVI E PROVENTI;;;-10163,73;A;;;;;10163,73;;
    53.01;;PROVENTI DIVERSI;;;-10163,73;A;;;;;10163,73;;
        53.01.01;;Proventi immobiliari;;;-7600,00;A;;;;;7600,00;;
            53.01.01.01;;Proventi da immobili strumentali;;100,00;-7600,00;A;;;;;7600,00;;
        53.01.29;;Arrotondamenti attivi diversi;;100,00;-9,73;A;;;;;9,73;;
        53.01.51;;Altri ricavi e proventi;;;-2554,00;A;;;;;2554,00;;
            53.01.51.01;;Altri ricavi e proventi imponibili;;100,00;-2554,00;A;;;;;2554,00;;
55;;ACQUISTI DI BENI;;;249568,27;D;;;;251348,10;1779,83;;
    55.01;;ACQ. PER PRODUZ.DI BENI E PER RIVENDITA;;;241984,88;D;;;;243723,89;1739,01;;
        55.01.01;;Acquisti materie prime;;100,00;228521,94;D;;;;230260,95;1739,01;;
        55.01.05;;Acquisti materiali di consumo;;100,00;1256,45;D;;;;1256,45;;;
        55.01.09;;Confezioni e imballi;;100,00;12206,49;D;;;;12206,49;;;
    55.07;;ACQUISTI DIVERSI;;;7583,39;D;;;;7624,21;40,82;;
        55.07.13;;Materiali manutenzioni diverse;;100,00;7476,60;D;;;;7476,60;;;
        55.07.23;;Indumenti da lavoro;;100,00;106,79;D;;;;147,61;40,82;;
57;;ACQUISTI DI SERVIZI;;;27963,71;D;;;;27963,71;;;
    57.03;;COSTI ACCESSORI PER VENDITE;;;16430,00;D;;;;16430,00;;;
        57.03.01;;Trasporti su vendite;;100,00;16430,00;D;;;;16430,00;;;
    57.09;;COSTI PER UTENZE;;;20,25;D;;;;20,25;;;
        57.09.01;;Spese telefoniche ordinarie;;;20,25;D;;;;20,25;;;
            57.09.01.01;;Spese telefoniche ordinarie;;80,00;20,25;D;;;;20,25;;;
    57.11;;MANUTENZIONI MACCHINARI E ATTREZZATURE;;;9258,31;D;;;;9258,31;;;
        57.11.03;;Spese manutenzione attrezzature proprie;;100,00;8772,83;D;;;;8772,83;;;
        57.11.07;;Altre spese manutenzione beni propri;;;485,48;D;;;;485,48;;;
            57.11.07.01;;Altre spese manutenzione beni propri;;100,00;485,48;D;;;;485,48;;;
    57.13;;MANUTENZIONE FABBRICATI;;;2255,15;D;;;;2255,15;;;
        57.13.01;;Spese manutenzione fabbricati;;;2255,15;D;;;;2255,15;;;
            57.13.01.01;;Spese manut.fabbricati strumentali;;100,00;2255,15;D;;;;2255,15;;;
59;;GESTIONE VEICOLI AZIENDALI;;;475,41;D;;;;475,41;;;
    59.01;;ESERCIZIO AUTOMEZZI;;;475,41;D;;;;475,41;;;
        59.01.01;;Carburanti e lubrificanti automezzi;;100,00;327,87;D;;;;327,87;;;
        59.01.13;;Spese manutenzione automezzi propri;;;147,54;D;;;;147,54;;;
            59.01.13.03;;Spese manutenzione automezzi propri;;100,00;147,54;D;;;;147,54;;;
61;;PRESTAZIONI DI LAVORO NON DIPENDENTE;;;4855,75;D;;;;4855,75;;;
    61.03;;ALTRE PRESTAZIONI DI LAVORO;;;4177,23;D;;;;4177,23;;;
        61.03.01;;Compensi/rimborsi co.co.co.;;;2879,00;D;;;;2879,00;;;
            61.03.01.01;;Compensi/rimborsi co.co.co.afferenti;;100,00;2879,00;D;;;;2879,00;;;
        61.03.07;;Contributi previdenziali co.co.co.;;;460,64;D;;;;460,64;;;
            61.03.07.01;;Contrib.previd. co.co.co. afferenti;;100,00;460,64;D;;;;460,64;;;
        61.03.13;;Contributi INAIL co.co.co;;100,00;837,59;D;;;;837,59;;;
    61.05;;COMPENSI ORGANI SOCIALI;;;678,52;D;;;;678,52;;;
        61.05.15;;Premi INAIL soci/titolari;;100,00;678,52;D;;;;678,52;;;
63;;SPESE AMMIN.,COMM. E DI RAPPRESENTANZA;;;4313,08;D;;;;4313,08;;;
    63.01;;SPESE COMMERCIALI E DI VIAGGIO;;;95,82;D;;;;95,82;;;
        63.01.21;;Spese rappres.deduc.(con limite ricavi);;100,00;95,82;D;;;;95,82;;;
    63.05;;SPESE AMMINISTRATIVE E GENERALI;;;4217,26;D;;;;4217,26;;;
        63.05.01;;Spese postali;;100,00;3,00;D;;;;3,00;;;
        63.05.07;;Servizi contabili di terzi;;100,00;637,32;D;;;;637,32;;;
        63.05.11;;Altre spese amministrative;;100,00;566,00;D;;;;566,00;;;
        63.05.13;;Premi di assicurazioni non obbligatorie;;;2785,91;D;;;;2785,91;;;
            63.05.13.01;;Premi di assicuraz.non obblig.deducibili;;100,00;2505,91;D;;;;2505,91;;;
            63.05.13.03;;Premi di assicuraz.non obblig.indeducib.;;;280,00;D;;;;280,00;;;
        63.05.23;;Valori bollati;;100,00;29,22;D;;;;29,22;;;
        63.05.25;;Assistenza software;;100,00;195,81;D;;;;195,81;;;
65;;COSTI PER GODIMENTO BENI DI TERZI;;;9100,00;D;;;;9100,00;;;
    65.01;;GESTIONE IMMOBILI;;;5300,00;D;;;;5300,00;;;
        65.01.05;;Canoni locazione immobili;;;5300,00;D;;;;5300,00;;;
            65.01.05.01;;Canoni locazione immobili deducibili;;100,00;5300,00;D;;;;5300,00;;;
    65.05;;LOCAZIONI E CANONI IMPIANTI E ATTREZZ.;;;3800,00;D;;;;3800,00;;;
        65.05.15;;Canoni noleggio attrezzature;;100,00;3800,00;D;;;;3800,00;;;
67;;COSTI PERSONALE DIPENDENTE;;;23704,69;D;;;;23704,69;;;
    67.01;;COSTI PERSONALE DIPENDENTE;;;23634,69;D;;;;23634,69;;;
        67.01.01;;Retribuzioni lorde;;;15716,02;D;;;;15716,02;;;
            67.01.01.01;;Retribuzioni lorde dipendenti ordinari;;100,00;14461,24;D;;;;14461,24;;;
            67.01.01.05;;Retribuzioni lorde apprendisti;;100,00;1254,78;D;;;;1254,78;;;
        67.01.03;;Contributi INPS;;;3900,48;D;;;;3900,48;;;
            67.01.03.01;;Contributi INPS dipendenti ordinari;;100,00;3879,82;D;;;;3879,82;;;
            67.01.03.05;;Contributi INPS apprendisti;;100,00;20,66;D;;;;20,66;;;
        67.01.07;;Quote TFR dipendenti;;;352,56;D;;;;352,56;;;
            67.01.07.07;;Quote TFR apprendisti (in azienda);;100,00;98,20;D;;;;98,20;;;
            67.01.07.21;;Quote TFR (Qu.I.R.) dipendenti ordinari;;100,00;254,36;D;;;;254,36;;;
        67.01.09;;Contrib.altri enti previdenz./assistenz.;;;147,30;D;;;;147,30;;;
            67.01.09.01;;Contrib.altri enti previd/ass.dip.ordin.;;100,00;126,25;D;;;;126,25;;;
            67.01.09.03;;Contrib.altri enti previd/ass.apprend.;;100,00;21,05;D;;;;21,05;;;
        67.01.11;;Premi INAIL;;100,00;3518,33;D;;;;3518,33;;;
    67.03;;COSTI DIVERSI PERSONALE DIPENDENTE;;;70,00;D;;;;70,00;;;
        67.03.25;;Visite mediche periodiche ai dipendenti;;100,00;70,00;D;;;;70,00;;;
71;;ONERI DIVERSI DI GESTIONE;;;8803,01;D;;;;12531,01;3728,00;;
    71.01;;ONERI TRIBUTARI;;;1783,00;D;;;;2011,00;228,00;;
