47;RICAVI DELLE VENDITE E DELLE PRESTAZIONI;0,00;356260,88;
47.07;CORRISPETTIVI;0,00;356260,88;
47.07.01;Corrispettivi;0,00;356260,88;
53;ALTRI RICAVI E PROVENTI;0,00;42,70;
53.01;PROVENTI DIVERSI;0,00;42,70;
53.01.13;Rivalsa costi diversi;0,00;5,00;
53.01.29;Arrotondamenti attivi diversi;0,00;37,70;
55;ACQUISTI DI BENI;50166,99;0,00;
55.01;ACQ. PER PRODUZ.DI BENI E PER RIVENDITA;50166,99;0,00;
55.01.05;Acquisti materiali di consumo;3119,13;0,00;
55.01.07;Acquisti merci per la rivendita;47044,26;0,00;
55.01.19;Oneri accessori su acquisti;3,60;0,00;
57;ACQUISTI DI SERVIZI;12429,42;0,00;
57.01;SERVIZI PER LA PRODUZIONE;530,00;0,00;
57.01.51;Altri servizi per la produzione;530,00;0,00;
57.01.51.01;Altri servizi per la produzione;530,00;0,00;
57.05;COSTI ACCESSORI PER ACQUISTI;33,60;0,00;
57.05.01;Trasporti su acquisti;33,60;0,00;
57.05.01.01;Trasporti su acquisti;33,60;0,00;
57.09;COSTI PER UTENZE;10089,82;0,00;
57.09.01;Spese telefoniche ordinarie;713,16;0,00;
57.09.01.01;Spese telefoniche ordinarie;713,16;0,00;
57.09.13;Energia elettrica;8272,73;0,00;
57.09.13.01;Energia elettrica;8272,73;0,00;
57.09.15;Riscaldamento;137,82;0,00;
57.09.17;Acqua potabile;966,11;0,00;
57.11;MANUTENZIONI MACCHINARI E ATTREZZATURE;1676,00;0,00;
57.11.07;Altre spese manutenzione beni propri;1676,00;0,00;
57.11.07.01;Altre spese manutenzione beni propri;1676,00;0,00;
57.13;MANUTENZIONE FABBRICATI;100,00;0,00;
57.13.01;Spese manutenzione fabbricati;100,00;0,00;
57.13.01.13;Spese manut.su immobili di terzi;100,00;0,00;
61;PRESTAZIONI DI LAVORO NON DIPENDENTE;32712,24;0,00;
61.05;COMPENSI ORGANI SOCIALI;32712,24;0,00;
61.05.01;Compensi amministratori;28000,00;0,00;
61.05.01.07;Compensi amministr.soci co.co.co SP;28000,00;0,00;
61.05.11;Contributi previdenziali amministratori;4480,00;0,00;
61.05.11.09;Contrib.previd.ammin.co.co.co soci SP.;4480,00;0,00;Centro imputazione non assegnato
61.05.15;Premi INAIL soci/titolari;232,24;0,00;
63;SPESE AMMIN.,COMM. E DI RAPPRESENTANZA;9517,95;0,00;
63.05;SPESE AMMINISTRATIVE E GENERALI;9517,95;0,00;
63.05.01;Spese postali;11,50;0,00;
63.05.07;Servizi contabili di terzi;7027,35;0,00;
63.05.11;Altre spese amministrative;280,88;0,00;
63.05.13;Premi di assicurazioni non obbligatorie;653,43;0,00;
63.05.13.01;Premi di assicuraz.non obblig.deducibili;653,43;0,00;
63.05.17;Servizi di vigilanza;985,00;0,00;
63.05.23;Valori bollati;114,00;0,00;
63.05.25;Assistenza software;445,79;0,00;
65;COSTI PER GODIMENTO BENI DI TERZI;72555,30;0,00;
65.01;GESTIONE IMMOBILI;72497,30;0,00;
65.01.05;Canoni locazione immobili;71953,30;0,00;
65.01.05.01;Canoni locazione immobili deducibili;71953,30;0,00;
65.01.07;Spese condominiali e varie;544,00;0,00;
65.01.07.01;Spese condominiali e varie deducibili;544,00;0,00;
65.05;LOCAZIONI E CANONI IMPIANTI E ATTREZZ.;58,00;0,00;
65.05.15;Canoni noleggio attrezzature;58,00;0,00;
67;COSTI PERSONALE DIPENDENTE;94884,70;0,00;
67.01;COSTI PERSONALE DIPENDENTE;94884,70;0,00;
67.01.01;Retribuzioni lorde;74321,57;0,00;
67.01.01.01;Retribuzioni lorde dipendenti ordinari;74321,57;0,00;
67.01.03;Contributi INPS;17993,44;0,00;
67.01.03.01;Contributi INPS dipendenti ordinari;17993,44;0,00;
67.01.07;Quote TFR dipendenti;66,72;0,00;
67.01.07.01;Quote TFR dipend.ordinari (in azienda);66,72;0,00;
67.01.09;Contrib.altri enti previdenz./assistenz.;729,01;0,00;
67.01.09.01;Contrib.altri enti previd/ass.dip.ordin.;729,01;0,00;
67.01.11;Premi INAIL;1773,96;0,00;
71;ONERI DIVERSI DI GESTIONE;4534,51;0,00;
71.01;ONERI TRIBUTARI;4147,27;0,00;
71.01.04;IMU;908,00;0,00;
71.01.05;Diritti camerali;186,50;0,00;
71.01.07;Imposta di registro e concess. govern.;1097,50;0,00;
71.01.13;Tassa raccolta e smaltimento rifiuti;1916,00;0,00;
71.01.51;Altre imposte e tasse indirette;39,27;0,00;Centro imputazione non assegnato
71.01.51.01;Altre imposte e tasse indirette ded.;39,27;0,00;
71.03;ALTRI COSTI DI ESERCIZIO;387,24;0,00;
71.03.09;Cancelleria varia;72,00;0,00;
71.03.11;Abbonamenti, libri e pubblicazioni;277,49;0,00;
71.03.17;Arrotondamenti passivi diversi;37,75;0,00;
75;ONERI FINANZIARI;1188,10;0,00;
75.01;ONERI FINANZIARI VERSO BANCHE;1188,10;0,00;
75.01.07;Commissioni e spese bancarie;890,58;0,00;
75.01.17;Commissioni disponibilit… fondi;297,52;0,00;
80;AMMORTAMENTI;5882,53;0,00;
80.01;AMMORTAMENTI IMMOBILIZZAZ.IMMATERIALI;1728,94;0,00;
80.01.27;Amm.to spese di manut.su beni di terzi;1728,94;0,00;
